Car,Location,Fuel,Transmission,Owner,ODO,Year,Age,Mileage,Engine,Power,Seats,CP,SP
Hyundai Creta 1.6 VTVT S,Delhi,Petrol,Manual,Second,27057,2015,8,15.29,1591.0,121.3,5.0,0.0,8.15
Maruti Wagon R AMT VXI,Mumbai,Petrol,Automatic,First,8500,2016,7,20.51,998.0,67.0,5.0,0.0,4.22
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,Petrol,Automatic,First,30500,2010,13,11.74,1796.0,186.0,5.0,0.0,10.5
Audi A8 L 3.0 TDI quattro,Delhi,Diesel,Automatic,First,56000,2012,11,11.8,2967.0,246.7,5.0,0.0,45.0
Hyundai i10 Magna 1.1,Pune,Petrol,Manual,Second,44000,2012,11,19.81,1086.0,68.05,5.0,0.0,2.9
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,Petrol,Automatic,First,10500,2017,6,14.3,1598.0,103.52,5.0,0.0,8.9
Skoda Superb Style 1.8 TSI AT,Hyderabad,Petrol,Automatic,First,26000,2017,6,14.67,1798.0,177.46,5.0,33.58,26.0
Hyundai i20 Active 1.2 SX,Coimbatore,Petrol,Manual,First,25166,2018,5,17.19,1197.0,81.86,5.0,0.0,8.22
Honda Amaze VX i-DTEC,Kolkata,Diesel,Manual,Second,64000,2014,9,25.8,1498.0,98.6,5.0,0.0,3.5
Maruti Wagon R LXI,Chennai,Petrol,Manual,Second,61000,2004,19,18.9,998.0,67.1,5.0,0.0,1.25
Mahindra Verito 1.5 D4 BSIV,Hyderabad,Diesel,Manual,First,107000,2013,10,21.03,1461.0,65.0,5.0,9.12,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,Diesel,Automatic,First,29161,2018,5,19.27,2143.0,167.62,5.0,0.0,39.41
Maruti Wagon R VXI,Kolkata,Petrol,Manual,First,32000,2013,10,22.5,998.0,67.04,5.0,5.29,2.65
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,Diesel,Manual,Second,46173,2015,8,19.01,1461.0,108.5,5.0,0.0,8.92
Mini Cooper Convertible S,Kochi,Petrol,Automatic,First,26327,2017,6,16.82,1998.0,189.08,4.0,44.28,35.67
Tata Indica V2 DLS BSII,Jaipur,Diesel,Manual,Second,200000,2007,16,17.2,1396.0,53.5,5.0,0.0,0.85
Chevrolet Beat LT,Kochi,Petrol,Manual,Second,60813,2016,7,18.6,1199.0,76.8,5.0,0.0,3.32
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,Diesel,Manual,First,45000,2012,11,22.07,1199.0,73.9,5.0,0.0,3.6
Maruti Swift ZDi,Hyderabad,Diesel,Manual,First,64000,2016,7,22.9,1248.0,74.0,5.0,0.0,6.8
Ford Figo Diesel EXI,Kolkata,Diesel,Manual,First,41284,2012,11,20.0,1399.0,68.05,5.0,0.0,2.5
Toyota Innova Crysta 2.8 GX AT,Kochi,Diesel,Automatic,First,14165,2019,4,11.36,2755.0,171.5,7.0,20.74,19.64
Hyundai Santa Fe 4x4 AT,Mumbai,Diesel,Automatic,Second,67000,2011,12,11.72,2199.0,194.3,7.0,0.0,7.0
Honda City i-VTEC V,Kolkata,Petrol,Manual,First,32572,2011,12,17.4,1497.0,117.3,5.0,11.74,3.87
Hyundai i20 1.2 Magna Executive,Kochi,Petrol,Manual,First,14960,2018,5,18.6,1197.0,81.83,5.0,0.0,6.27
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,Diesel,Automatic,First,55980,2015,8,19.27,2143.0,167.62,5.0,0.0,18.12
Chevrolet Beat Diesel LT,Mumbai,Diesel,Manual,First,74000,2013,10,25.44,936.0,57.6,5.0,0.0,2.65
Hyundai i20 Sportz 1.4 CRDi,Kochi,Diesel,Manual,First,56847,2015,8,22.54,1396.0,88.73,5.0,0.0,7.2
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,Diesel,Manual,First,121374,2015,8,12.99,2494.0,100.6,7.0,0.0,14.3
Maruti Ertiga VDI,Chennai,Diesel,Manual,First,52000,2013,10,20.77,1248.0,88.76,7.0,0.0,6.9
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,Diesel,Manual,First,118000,2014,9,12.8,2494.0,102.0,7.0,0.0,10.75
Honda City i VTEC V,Kochi,Petrol,Manual,First,33915,2016,7,17.8,1497.0,117.3,5.0,0.0,8.09
BMW X1 sDrive20d,Ahmedabad,Diesel,Automatic,First,82002,2014,9,17.05,1995.0,184.0,5.0,0.0,18.5
Hyundai Grand i10 CRDi Era,Mumbai,Diesel,Manual,First,33000,2017,6,24.0,1120.0,70.0,5.0,0.0,4.75
Maruti Ciaz 1.3 Alpha,Chennai,Diesel,Manual,First,34000,2016,7,28.09,1248.0,88.5,5.0,0.0,8.45
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,Diesel,Manual,First,55000,2012,11,20.5,1598.0,103.6,5.0,0.0,3.5
Hyundai Accent CRDi,Kochi,Diesel,Manual,First,160538,2006,17,13.1,1493.0,82.0,5.0,0.0,1.8
Volkswagen Polo GT 1.5 TDI,Jaipur,Diesel,Manual,Second,60000,2014,9,19.91,1498.0,103.6,5.0,0.0,3.7
Honda Jazz 1.2 VX i VTEC,Coimbatore,Petrol,Manual,First,49575,2017,6,18.7,1199.0,88.7,5.0,0.0,7.17
Hyundai i10 Era,Jaipur,Petrol,Manual,First,83000,2010,13,19.81,1086.0,68.05,5.0,0.0,1.75
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,Diesel,Automatic,First,51346,2018,5,16.38,1995.0,183.0,5.0,0.0,21.99
Toyota Innova Crysta 2.4 ZX MT,Pune,Diesel,Manual,First,43000,2017,6,13.68,2393.0,147.8,7.0,25.52,18.65
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,Petrol,Manual,Third,35000,2011,12,19.7,796.0,35.0,5.0,0.0,1.85
Maruti Swift VXI BSIV,Coimbatore,Petrol,Manual,Second,27872,2017,6,20.4,1197.0,81.8,5.0,0.0,5.95
Hyundai Grand i10 Magna,Mumbai,Petrol,Manual,First,16514,2014,9,18.9,1197.0,82.0,5.0,0.0,3.75
Maruti Swift VDI,Pune,Diesel,Manual,First,120000,2012,11,22.9,1248.0,74.0,5.0,0.0,3.75
Hyundai Verna CRDi 1.6 SX,Hyderabad,Diesel,Manual,First,143275,2008,15,22.0,1582.0,126.2,5.0,14.07,2.6
Hyundai i20 1.2 Sportz,Mumbai,Petrol,Manual,First,52000,2010,13,17.0,1197.0,80.0,5.0,0.0,2.8
Mercedes-Benz GLE 350d,Coimbatore,Diesel,Automatic,First,29819,2017,6,11.57,2987.0,254.79,5.0,95.13,61.29
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,Diesel,Manual,Second,57000,2014,9,15.8,2148.0,170.0,5.0,0.0,18.0
Maruti Ritz ZDi,Hyderabad,Diesel,Manual,First,88500,2014,9,23.2,1248.0,73.94,5.0,0.0,4.35
Hyundai Creta 1.6 CRDi SX,Bangalore,Diesel,Manual,First,28000,2016,7,19.67,1582.0,126.2,5.0,0.0,13.75
Maruti A-Star Vxi,Pune,Petrol,Manual,First,67000,2010,13,19.0,998.0,66.1,5.0,0.0,2.0
Renault Duster 110PS Diesel RXZ Option,Delhi,Diesel,Manual,First,26000,2016,7,19.64,1461.0,108.45,5.0,0.0,10.0
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,Diesel,Manual,First,120000,2010,13,17.8,1248.0,76.0,5.0,0.0,1.65
BMW X3 xDrive30d M Sport,Coimbatore,Diesel,Automatic,First,51982,2017,6,16.55,2993.0,258.0,5.0,0.0,45.77
Hyundai i10 Sportz,Bangalore,Petrol,Manual,Second,36000,2010,13,20.36,1197.0,78.9,5.0,0.0,3.25
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,Diesel,Manual,First,47000,2016,7,12.8,2494.0,102.0,7.0,0.0,12.8
Maruti Zen VXI BSII,Mumbai,Petrol,Manual,Third,60000,2002,21,17.3,993.0,60.0,5.0,0.0,0.55
Maruti Swift VDI,Hyderabad,Diesel,Manual,First,31025,2018,5,28.4,1248.0,74.0,5.0,0.0,7.15
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,Diesel,Manual,Second,105000,2013,10,12.05,2179.0,120.0,8.0,0.0,7.0
Tata Zest Quadrajet 1.3 75PS XE,Pune,Diesel,Manual,First,121900,2017,6,22.95,1248.0,74.0,5.0,8.34,3.75
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,Petrol,Manual,First,22695,2017,6,18.88,999.0,123.24,5.0,0.0,8.5
Maruti Swift Dzire ZDI,Jaipur,Diesel,Manual,First,73000,2012,11,23.4,1248.0,74.0,5.0,0.0,4.35
Maruti Alto 800 LXI,Kochi,Petrol,Manual,First,32227,2016,7,22.74,796.0,47.3,5.0,0.0,3.26
Honda City 1.5 S MT,Jaipur,Petrol,Manual,First,55000,2011,12,17.0,1497.0,118.0,5.0,0.0,4.21
Audi Q7 3.0 TDI Quattro Technology,Kochi,Diesel,Automatic,First,11287,2018,5,12.07,2967.0,241.4,7.0,0.0,70.36
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,Diesel,Automatic,Second,48000,2009,14,17.0,1896.0,105.0,5.0,0.0,2.95
Hyundai Verna 1.6 SX VTVT (O),Kochi,Petrol,Manual,First,54308,2012,11,17.1,1591.0,121.3,5.0,0.0,4.28
Honda City 1.5 V AT,Jaipur,Petrol,Automatic,First,78442,2009,14,16.8,1497.0,118.0,5.0,0.0,3.57
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,Diesel,Manual,First,46000,2013,10,21.9,1396.0,88.8,5.0,0.0,3.11
Hyundai i20 Sportz AT 1.4,Coimbatore,Petrol,Automatic,First,45051,2014,9,15.0,1396.0,98.6,5.0,0.0,5.96
Volkswagen Vento Diesel Highline,Hyderabad,Diesel,Manual,First,69000,2011,12,20.54,1598.0,103.6,5.0,0.0,4.7
Honda City i VTEC VX,Ahmedabad,Petrol,Manual,First,49000,2014,9,17.4,1497.0,117.3,5.0,0.0,6.9
Tata Zest Quadrajet 1.3 75PS XE,Pune,Diesel,Manual,First,45000,2018,5,22.95,1248.0,74.0,5.0,8.34,5.25
BMW 5 Series 2003-2012 520d,Pune,Diesel,Automatic,First,64000,2015,8,18.48,1995.0,177.0,5.0,0.0,28.0
Maruti Wagon R LXI Minor,Delhi,Petrol,Manual,First,60000,2009,14,18.9,1061.0,67.0,5.0,0.0,1.35
Honda Jazz VX,Delhi,Petrol,Manual,First,62178,2015,8,18.2,1199.0,88.7,5.0,8.85,4.85
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,Diesel,Manual,First,58006,2012,11,15.0,1896.0,105.0,5.0,0.0,6.7
Hyundai i10 Magna 1.2,Hyderabad,Petrol,Manual,First,74000,2010,13,20.36,1197.0,78.9,5.0,0.0,3.1
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,Diesel,Automatic,First,77771,2015,8,19.27,2143.0,170.0,5.0,0.0,18.64
Hyundai i10 Magna 1.2 iTech SE,Pune,Petrol,Manual,First,45275,2012,11,20.36,1197.0,78.9,5.0,0.0,2.8
Toyota Innova Crysta 2.4 ZX MT,Chennai,Diesel,Manual,First,48000,2016,7,13.68,2393.0,147.8,7.0,25.4,20.25
Audi A6 2011-2015 2.0 TDI Technology,Kochi,Diesel,Automatic,First,31652,2015,8,17.68,1968.0,174.33,5.0,0.0,26.78
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,Diesel,Manual,Second,109000,2010,13,12.99,2494.0,100.6,7.0,0.0,8.26
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,Petrol,Manual,First,31978,2015,8,16.47,1198.0,73.9,5.0,0.0,3.89
Maruti Alto K10 LXI,Hyderabad,Petrol,Manual,First,70000,2011,12,20.92,998.0,67.1,5.0,0.0,2.1
Honda City i-VTEC CVT ZX,Mumbai,Petrol,Automatic,First,15000,2017,6,18.0,1497.0,117.3,5.0,16.67,12.69
Tata Indigo LX,Coimbatore,Diesel,Manual,First,59138,2013,10,17.0,1405.0,70.0,5.0,0.0,2.58
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,Diesel,Automatic,First,61726,2014,9,17.68,1968.0,174.33,5.0,0.0,20.77
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,Diesel,Automatic,First,48000,2015,8,17.9,2143.0,136.0,5.0,0.0,20.26
Maruti Celerio VXI AT,Hyderabad,Petrol,Automatic,First,77815,2014,9,23.1,998.0,67.04,5.0,0.0,4.25
Mercedes-Benz GLE 250d,Hyderabad,Diesel,Automatic,First,29000,2017,6,17.9,2143.0,201.15,5.0,79.43,57.0
Land Rover Range Rover HSE Dynamic,Delhi,Diesel,Automatic,First,44000,2017,6,12.7,2179.0,187.7,5.0,0.0,44.0
Volkswagen Vento Diesel Trendline,Hyderabad,Diesel,Manual,First,108626,2011,12,20.54,1598.0,103.6,5.0,0.0,3.65
Maruti Omni 8 Seater BSIV,Hyderabad,Petrol,Manual,First,71791,2012,11,14.0,796.0,35.0,5.0,0.0,2.05
Honda Brio 1.2 VX MT,Kochi,Petrol,Manual,First,91931,2012,11,18.5,1198.0,86.8,5.0,6.62,3.13
Tata Sumo Delux,Hyderabad,Diesel,Manual,Second,158000,2000,23,14.07,2956.0,83.1,7.0,0.0,1.5
Tata Indica Vista Aura 1.3 Quadrajet,Pune,Diesel,Manual,First,91183,2012,11,18.0,1248.0,75.0,5.0,0.0,2.85
Maruti Wagon R LXI BS IV,Delhi,Petrol,Manual,First,65000,2012,11,18.9,998.0,67.1,5.0,0.0,2.65
Mahindra XUV500 W8 4WD,Hyderabad,Diesel,Manual,First,88428,2015,8,16.0,2179.0,140.0,7.0,0.0,10.6
Tata Indigo LS Dicor,Pune,Diesel,Manual,Second,138000,2008,15,17.1,1396.0,70.0,5.0,0.0,1.25
Maruti Ertiga Paseo VXI,Mumbai,Petrol,Manual,First,18000,2018,5,16.02,1373.0,93.7,7.0,0.0,8.25
Honda Accord 2.4 A/T,Mumbai,Petrol,Automatic,First,60000,2011,12,11.7,2354.0,177.6,5.0,0.0,4.45
Maruti Swift Dzire VDi,Kolkata,Diesel,Manual,First,48000,2012,11,19.3,1248.0,73.9,5.0,0.0,3.7
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,Diesel,Manual,First,160000,2009,14,17.8,1399.0,68.0,5.0,0.0,2.8
Honda City ZX GXi,Kolkata,Petrol,Manual,First,40000,2008,15,17.7,1497.0,78.0,5.0,0.0,1.8
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,Diesel,Automatic,First,51495,2014,9,17.68,1968.0,174.33,5.0,0.0,21.95
BMW 6 Series 640d Gran Coupe,Mumbai,Diesel,Automatic,First,30000,2011,12,9.52,2993.0,313.0,4.0,0.0,49.0
Audi Q7 45 TDI Quattro Technology,Coimbatore,Diesel,Automatic,First,97430,2017,6,14.75,2967.0,245.0,7.0,104.0,62.67
Hyundai i20 1.4 CRDi Asta,Pune,Diesel,Manual,First,83000,2012,11,23.0,1396.0,90.0,5.0,0.0,5.5
Hyundai i10 Sportz AT,Bangalore,Petrol,Automatic,Third,37000,2009,14,16.95,1197.0,78.9,5.0,0.0,2.95
Honda Jazz 1.2 V CVT i VTEC,Kochi,Petrol,Automatic,First,28503,2016,7,19.0,1199.0,88.7,5.0,0.0,6.86
Maruti Swift VDI BSIV,Hyderabad,Diesel,Manual,First,76496,2015,8,25.2,1248.0,74.0,5.0,0.0,6.15
Hyundai i20 Asta 1.2,Pune,Petrol,Manual,Second,79152,2011,12,18.5,1197.0,82.85,5.0,0.0,3.3
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,Petrol,Manual,First,32000,2011,12,16.47,1198.0,73.9,5.0,0.0,2.55
Maruti Alto LXi,Ahmedabad,Petrol,Manual,First,35000,2009,14,19.7,796.0,46.3,5.0,0.0,1.5
Toyota Corolla H4,Chennai,Petrol,Automatic,Second,105000,2004,19,11.3,1794.0,125.0,5.0,0.0,2.5
Maruti Alto LXi,Chennai,Petrol,Manual,Second,56000,2006,17,19.7,796.0,46.3,5.0,0.0,1.4
Tata Manza ELAN Quadrajet BS IV,Pune,Diesel,Manual,First,73000,2012,11,21.12,1248.0,88.8,5.0,0.0,3.4
Maruti Alto LXi,Pune,Petrol,Manual,First,38000,2012,11,19.7,796.0,46.3,5.0,0.0,2.25
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,Diesel,Automatic,First,775000,2013,10,19.3,1968.0,141.0,5.0,0.0,7.5
Toyota Corolla H4,Kolkata,Petrol,Automatic,First,80000,2008,15,11.3,1794.0,125.0,5.0,0.0,2.8
Hyundai i20 Asta Option 1.2,Coimbatore,Petrol,Manual,First,24973,2016,7,18.6,1197.0,81.83,5.0,0.0,7.66
Maruti Vitara Brezza LDi,Chennai,Diesel,Manual,First,45000,2016,7,24.3,1248.0,88.5,5.0,9.12,7.15
Honda City 1.5 V MT,Delhi,Petrol,Manual,First,87430,2010,13,17.0,1497.0,118.0,5.0,0.0,3.5
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,Diesel,Manual,Second,133944,2014,9,18.0,1248.0,75.0,5.0,0.0,3.5
Honda Amaze S i-Dtech,Kolkata,Diesel,Manual,First,57000,2013,10,25.8,1498.0,98.6,5.0,0.0,3.45
Hyundai EON D Lite Plus,Coimbatore,Petrol,Manual,First,27904,2016,7,21.1,814.0,55.2,5.0,0.0,3.55
BMW 3 Series Luxury Line,Kochi,Diesel,Automatic,Second,30717,2015,8,21.76,1995.0,190.0,5.0,58.67,25.99
Hyundai Verna 1.6 SX,Bangalore,Diesel,Manual,First,80000,2012,11,22.32,1582.0,126.32,5.0,0.0,5.25
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,Diesel,Manual,First,47304,2013,10,21.02,1248.0,88.8,5.0,0.0,2.9
Skoda Octavia RS,Jaipur,Petrol,Automatic,First,100000,2005,18,14.45,1984.0,227.0,5.0,28.37,2.05
Maruti Alto K10 VXI,Pune,Petrol,Manual,First,30000,2017,6,24.07,998.0,67.1,5.0,4.48,3.75
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,Diesel,Manual,First,68000,2014,9,22.7,1498.0,89.84,5.0,0.0,6.75
Chevrolet Spark 1.0 LS,Kolkata,Petrol,Manual,Second,21000,2011,12,18.0,995.0,62.0,5.0,0.0,0.95
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,Diesel,Automatic,First,21000,2017,6,19.33,1999.0,177.0,5.0,72.64,52.0
Honda CR-V RVi MT,Jaipur,Petrol,Manual,Third,119000,2007,16,13.1,1997.0,141.1,5.0,0.0,3.91
Skoda Superb L&K 1.8 TSI AT,Kochi,Petrol,Automatic,First,13747,2019,4,14.67,1798.0,177.46,5.0,36.15,27.3
Hyundai i10 Magna 1.2,Chennai,Petrol,Manual,First,620000,2009,14,20.36,1197.0,78.9,5.0,0.0,2.7
Maruti Swift LDI,Delhi,Diesel,Manual,First,70000,2013,10,22.9,1248.0,74.0,5.0,0.0,3.5
Maruti Swift Dzire VXi AT,Mumbai,Petrol,Automatic,First,18000,2016,7,18.5,1197.0,83.14,5.0,0.0,6.2
Nissan Micra Diesel XV,Chennai,Diesel,Manual,First,83000,2011,12,23.08,1461.0,63.1,5.0,0.0,2.75
Maruti Swift Dzire Tour LDI,Mumbai,Diesel,Manual,First,130000,2015,8,23.4,1248.0,74.0,5.0,0.0,3.25
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,Diesel,Manual,First,63400,2012,11,17.8,1399.0,67.0,5.0,0.0,3.25
Maruti Zen LX,Kolkata,Petrol,Manual,First,65000,2003,20,17.3,993.0,60.0,5.0,0.0,0.65
Mini Clubman Cooper S,Pune,Petrol,Manual,First,8350,2017,6,13.8,1998.0,192.0,5.0,44.59,35.0
Toyota Etios GD,Kolkata,Diesel,Manual,First,45000,2014,9,23.59,1364.0,67.05,5.0,0.0,3.25
Maruti Alto 800 2016-2019 LXI,Kolkata,Petrol,Manual,First,26200,2018,5,24.7,796.0,47.3,5.0,0.0,2.9
Maruti Alto VXi,Bangalore,Petrol,Manual,Third,11000,2011,12,18.9,796.0,47.0,5.0,0.0,2.9
BMW X5 3.0d,Bangalore,Diesel,Automatic,Second,90000,2009,14,11.0,2993.0,235.0,5.0,0.0,17.75
Nissan Teana XV,Mumbai,Petrol,Automatic,Second,74000,2015,8,11.07,2496.0,179.5,5.0,0.0,8.25
Hyundai Grand i10 AT Asta,Coimbatore,Petrol,Automatic,First,37081,2015,8,18.9,1197.0,82.0,5.0,0.0,5.77
Maruti Vitara Brezza ZDi Plus,Hyderabad,Diesel,Manual,First,39000,2017,6,24.3,1248.0,88.5,5.0,12.0,9.49
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,Diesel,Automatic,Third,99000,2008,15,12.07,2967.0,241.4,7.0,0.0,12.95
Mercedes-Benz GLA Class 200 CDI,Chennai,Diesel,Automatic,First,38000,2015,8,17.9,2143.0,136.0,5.0,0.0,20.0
Maruti 800 AC,Chennai,Petrol,Manual,Third,72000,2007,16,16.1,796.0,37.0,4.0,0.0,1.0
Renault Duster 85PS Diesel RxL,Chennai,Diesel,Manual,Second,93000,2015,8,20.45,1461.0,83.8,5.0,0.0,7.1
Toyota Corolla Altis D-4D GL,Mumbai,Diesel,Manual,First,5900,2017,6,21.43,1364.0,87.2,5.0,0.0,16.5
Mercedes-Benz New C-Class 220,Chennai,Diesel,Manual,First,25000,2014,9,15.8,2148.0,170.0,5.0,0.0,26.0
Maruti Ritz VDi,Hyderabad,Diesel,Manual,Second,68000,2010,13,21.1,1248.0,73.9,5.0,0.0,3.2
Honda BRV i-VTEC V CVT,Kochi,Petrol,Automatic,First,35676,2017,6,16.0,1497.0,117.3,7.0,14.65,9.48
Hyundai Xcent 1.1 CRDi Base,Kochi,Diesel,Manual,First,74310,2015,8,24.4,1120.0,71.0,5.0,0.0,4.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,Diesel,Automatic,First,59364,2014,9,14.21,2143.0,203.0,5.0,0.0,26.5
Mercedes-Benz B Class B180,Kochi,Petrol,Automatic,Second,41380,2014,9,14.8,1595.0,120.7,5.0,0.0,11.77
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,Diesel,Automatic,First,33900,2017,6,15.0,2143.0,204.0,5.0,0.0,37.0
Honda City i VTEC VX Option,Mumbai,Petrol,Manual,First,28000,2016,7,17.8,1497.0,117.3,5.0,0.0,8.75
Honda City 1.5 S MT,Chennai,Petrol,Manual,First,93982,2011,12,17.0,1497.0,118.0,5.0,0.0,3.75
Hyundai Verna Transform VTVT,Pune,Petrol,Manual,First,95000,2010,13,16.2,1599.0,103.2,5.0,0.0,2.5
Jaguar XE Portfolio,Mumbai,Petrol,Automatic,First,9000,2017,6,13.5,1999.0,246.74,5.0,53.72,34.5
Honda Amaze S i-Vtech,Delhi,Petrol,Manual,First,52516,2015,8,18.0,1198.0,86.7,5.0,0.0,4.65
Mini Cooper Convertible 1.6,Bangalore,Petrol,Automatic,First,20000,2015,8,18.86,1598.0,122.0,4.0,0.0,32.0
Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,Diesel,Automatic,First,56451,2017,6,13.5,2987.0,282.0,5.0,0.0,62.81
Hyundai EON Magna Plus,Chennai,Petrol,Manual,First,37000,2014,9,21.1,814.0,55.2,5.0,0.0,3.25
Maruti Wagon R VXI BS IV,Kolkata,Petrol,Manual,First,17400,2014,9,20.51,998.0,67.04,5.0,0.0,3.1
Maruti Ritz LDi,Coimbatore,Diesel,Manual,First,90207,2011,12,21.1,1248.0,73.9,5.0,0.0,3.91
BMW 3 Series 320d Sedan,Chennai,Diesel,Automatic,First,89616,2011,12,16.07,1995.0,181.0,5.0,0.0,11.0
Tata Xenon XT EX 4X2,Pune,Diesel,Manual,First,85000,2014,9,13.49,2179.0,138.03,5.0,0.0,3.5
Audi A3 35 TDI Attraction,Chennai,Diesel,Automatic,First,79271,2014,9,20.38,1968.0,143.0,5.0,0.0,16.5
Land Rover Range Rover 2.2L Dynamic,Hyderabad,Diesel,Automatic,First,56000,2012,11,12.7,2179.0,187.7,5.0,0.0,30.0
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,Diesel,Automatic,Second,85001,2010,13,12.0,2987.0,224.0,7.0,0.0,28.0
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,Diesel,Automatic,First,12000,2018,5,13.5,2477.0,175.56,7.0,33.91,28.0
Maruti Alto LX,Jaipur,Petrol,Manual,First,125000,2010,13,19.7,796.0,46.3,5.0,0.0,0.92
Maruti Wagon R LXI BSIII,Pune,Petrol,Manual,First,53000,2013,10,14.0,1061.0,64.0,5.0,0.0,2.75
Land Rover Range Rover 2.2L Prestige,Coimbatore,Diesel,Automatic,First,34990,2017,6,12.7,2179.0,187.7,5.0,0.0,53.83
Hyundai Verna 1.6 SX VTVT,Pune,Petrol,Manual,Second,49768,2011,12,17.01,1591.0,121.3,5.0,0.0,4.95
BMW 5 Series 525d Sedan,Hyderabad,Diesel,Automatic,First,56000,2013,10,16.73,2993.0,218.0,5.0,0.0,33.5
Jaguar XF Diesel,Bangalore,Diesel,Automatic,First,75000,2013,10,14.74,2993.0,270.9,5.0,0.0,27.95
Skoda Superb Elegance 1.8 TSI AT,Hyderabad,Petrol,Automatic,First,57000,2010,13,13.7,1798.0,157.75,5.0,0.0,7.25
Audi Q3 35 TDI Quattro Premium,Kochi,Diesel,Automatic,First,37542,2017,6,15.73,1968.0,174.33,5.0,0.0,25.71
Land Rover Range Rover 2.2L Pure,Coimbatore,Diesel,Automatic,First,95649,2014,9,12.7,2179.0,187.7,5.0,0.0,29.67
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,Diesel,Automatic,First,35299,2013,10,14.84,2143.0,170.0,5.0,0.0,19.0
Mahindra Scorpio S10 4WD,Kochi,Diesel,Manual,First,28464,2017,6,15.4,2179.0,120.0,7.0,0.0,13.05
BMW 3 Series Luxury Line,Mumbai,Diesel,Automatic,First,41000,2015,8,21.76,1995.0,190.0,5.0,60.88,25.5
Honda BR-V i-VTEC S MT,Pune,Petrol,Manual,First,9000,2017,6,15.4,1497.0,117.3,7.0,12.51,8.5
Volvo S80 2006-2013 D5,Chennai,Diesel,Automatic,Second,92098,2010,13,16.0,2400.0,215.0,5.0,0.0,7.25
Hyundai Accent GLE,Pune,Petrol,Manual,First,5834,2005,18,13.2,1495.0,94.0,5.0,0.0,0.8
Hyundai i20 Active SX Petrol,Jaipur,Petrol,Manual,First,40250,2017,6,17.19,1197.0,81.86,5.0,9.74,6.9
Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,Petrol,Automatic,First,22397,2018,5,11.5,2996.0,367.0,5.0,95.38,70.99
Hyundai EON Magna Plus,Kolkata,Petrol,Manual,Second,20800,2015,8,21.1,814.0,55.2,5.0,0.0,2.25
Hyundai Grand i10 SportZ Edition,Kochi,Petrol,Manual,First,40322,2018,5,18.9,1197.0,81.86,5.0,0.0,5.5
Honda City 1.5 EXI S,Mumbai,Petrol,Manual,First,52576,2013,10,13.0,1493.0,100.0,5.0,0.0,4.35
Volkswagen Polo Petrol Trendline 1.2L,Kolkata,Petrol,Manual,First,55000,2010,13,16.47,1198.0,73.9,5.0,0.0,2.25
Audi A6 35 TFSI Matrix,Mumbai,Petrol,Automatic,First,47000,2016,7,15.26,1798.0,187.74,5.0,60.59,24.5
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,Petrol,Manual,First,23163,2017,6,15.29,1591.0,121.3,5.0,0.0,12.03
