Car,Location,ODO,Year,Age,Mileage,Engine,Power,Seats,CP,SP,Fuel_Diesel,Fuel_Petrol,Transmission_Automatic,Transmission_Manual,Owner_First,Owner_Fourth & Above,Owner_Second,Owner_Third
Mahindra XUV500 W8 2WD,Mumbai,32792,2012,11,15.1,2179.0,140.0,7.0,0.0,7.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,147898,2014,9,22.7,1498.0,89.84,5.0,0.0,4.42,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Fortuner 4x2 Manual,Mumbai,131765,2012,11,13.0,2982.0,168.5,7.0,0.0,13.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,65000,2013,10,21.5,1498.0,108.5,5.0,0.0,6.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Figo Diesel Titanium,Jaipur,66123,2010,13,20.0,1399.0,68.0,5.0,0.0,2.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
BMW X5 xDrive 30d,Mumbai,41000,2015,8,15.3,2993.0,258.0,5.0,0.0,45.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,23550,2017,6,19.27,2143.0,167.62,5.0,0.0,33.66,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda Brio V MT,Bangalore,45000,2012,11,19.4,1198.0,86.8,5.0,0.0,3.65,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai i10 Magna 1.2,Delhi,60000,2013,10,20.36,1197.0,78.9,5.0,0.0,2.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz GLC 220,Bangalore,44414,2016,7,17.9,2143.0,170.0,5.0,0.0,42.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 1.2 Kappa Asta,Kolkata,1000,2019,4,18.9,1197.0,81.86,5.0,7.39,6.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,62500,2012,11,17.68,1968.0,174.33,5.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Volkswagen Vento Petrol Highline AT,Mumbai,21000,2013,10,14.4,1598.0,103.6,5.0,0.0,4.45,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Mini Countryman Cooper D,Jaipur,8525,2017,6,16.6,1998.0,112.0,5.0,0.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Hyundai i20 Asta 1.4 CRDi,Bangalore,29000,2014,9,22.54,1396.0,88.73,5.0,0.0,8.35,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,40000,2014,9,17.68,1968.0,174.33,5.0,0.0,22.95,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Chevrolet Beat Diesel LT,Jaipur,88000,2012,11,25.44,936.0,57.6,5.0,0.0,1.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Superb Elegance 1.8 TSI AT,Kochi,53537,2012,11,13.7,1798.0,157.75,5.0,0.0,6.89,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,216000,2006,17,17.8,1399.0,68.0,5.0,0.0,1.45,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
BMW 5 Series 520d Luxury Line,Hyderabad,51000,2014,9,22.48,1995.0,190.0,5.0,69.47,33.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,118500,2007,16,12.9,1598.0,102.5,5.0,0.0,1.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,63000,2012,11,22.07,1199.0,73.9,5.0,0.0,4.2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,25000,2015,8,19.98,1461.0,108.5,8.0,0.0,6.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,37382,2014,9,13.0,2143.0,201.1,5.0,0.0,32.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Baleno Alpha,Kochi,24773,2017,6,21.4,1197.0,83.1,5.0,8.78,7.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 SX,Delhi,62000,2012,11,22.32,1582.0,126.32,5.0,0.0,4.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Magna 1.1,Kochi,52340,2017,6,19.81,1086.0,68.05,5.0,0.0,4.04,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Scorpio 1.99 S10 4WD,Kochi,56739,2016,7,15.4,1997.0,120.0,7.0,0.0,10.31,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Land Rover Range Rover 2.2L Dynamic,Coimbatore,36091,2018,5,12.7,2179.0,187.7,5.0,0.0,55.76,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Figo Diesel ZXI,Chennai,120000,2010,13,20.0,1399.0,68.0,5.0,0.0,2.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ertiga ZDI,Mumbai,33000,2016,7,25.47,1248.0,88.5,7.0,12.74,8.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Amaze S i-Dtech,Kolkata,52000,2014,9,25.8,1498.0,98.6,5.0,0.0,3.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Magna,Jaipur,43571,2015,8,20.36,1197.0,78.9,5.0,0.0,3.55,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Amaze S i-Dtech,Kolkata,50000,2013,10,25.8,1498.0,98.6,5.0,0.0,3.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Laura Ambiente,Hyderabad,113000,2008,15,17.5,1896.0,106.0,5.0,0.0,4.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Duster 85PS Diesel RxL,Delhi,90000,2014,9,19.87,1461.0,83.8,5.0,0.0,5.35,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra NuvoSport N6,Chennai,29000,2017,6,17.45,1493.0,100.0,7.0,10.52,6.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,20000,2016,7,24.3,1248.0,88.5,5.0,11.98,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Asta Option 1.2,Kochi,61012,2016,7,18.6,1197.0,81.83,5.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Fabia 1.4 MPI Ambiente,Jaipur,87459,2009,14,14.7,1390.0,85.0,5.0,0.0,2.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Indigo eCS GLX,Pune,70500,2010,13,15.64,1193.0,64.1,5.0,0.0,1.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,64103,2015,8,15.73,1968.0,174.33,5.0,0.0,19.9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,76000,2014,9,14.7,1798.0,177.5,5.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Etios Liva GD SP,Delhi,104000,2014,9,23.59,1364.0,67.06,5.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz B Class B180,Kochi,37245,2014,9,14.8,1595.0,120.7,5.0,0.0,11.96,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda Amaze S Diesel,Kolkata,45000,2013,10,27.4,1498.0,98.6,5.0,8.54,3.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 SX,Jaipur,117837,2012,11,22.32,1582.0,126.32,5.0,0.0,4.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Renault Duster 85PS Diesel RxL Optional,Mumbai,30000,2014,9,20.46,1461.0,83.8,5.0,0.0,5.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Creta 1.6 VTVT S,Delhi,27057,2015,8,15.29,1591.0,121.3,5.0,0.0,8.15,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Wagon R AMT VXI,Mumbai,8500,2016,7,20.51,998.0,67.0,5.0,0.0,4.22,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,30500,2010,13,11.74,1796.0,186.0,5.0,0.0,10.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi A8 L 3.0 TDI quattro,Delhi,56000,2012,11,11.8,2967.0,246.7,5.0,0.0,45.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i10 Magna 1.1,Pune,44000,2012,11,19.81,1086.0,68.05,5.0,0.0,2.9,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,10500,2017,6,14.3,1598.0,103.52,5.0,0.0,8.9,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Skoda Superb Style 1.8 TSI AT,Hyderabad,26000,2017,6,14.67,1798.0,177.46,5.0,33.58,26.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i20 Active 1.2 SX,Coimbatore,25166,2018,5,17.19,1197.0,81.86,5.0,0.0,8.22,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Amaze VX i-DTEC,Kolkata,64000,2014,9,25.8,1498.0,98.6,5.0,0.0,3.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Wagon R LXI,Chennai,61000,2004,19,18.9,998.0,67.1,5.0,0.0,1.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Mahindra Verito 1.5 D4 BSIV,Hyderabad,107000,2013,10,21.03,1461.0,65.0,5.0,9.12,3.7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,29161,2018,5,19.27,2143.0,167.62,5.0,0.0,39.41,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Wagon R VXI,Kolkata,32000,2013,10,22.5,998.0,67.04,5.0,5.29,2.65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,46173,2015,8,19.01,1461.0,108.5,5.0,0.0,8.92,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mini Cooper Convertible S,Kochi,26327,2017,6,16.82,1998.0,189.08,4.0,44.28,35.67,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Tata Indica V2 DLS BSII,Jaipur,200000,2007,16,17.2,1396.0,53.5,5.0,0.0,0.85,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Chevrolet Beat LT,Kochi,60813,2016,7,18.6,1199.0,76.8,5.0,0.0,3.32,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,45000,2012,11,22.07,1199.0,73.9,5.0,0.0,3.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift ZDi,Hyderabad,64000,2016,7,22.9,1248.0,74.0,5.0,0.0,6.8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Figo Diesel EXI,Kolkata,41284,2012,11,20.0,1399.0,68.05,5.0,0.0,2.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova Crysta 2.8 GX AT,Kochi,14165,2019,4,11.36,2755.0,171.5,7.0,20.74,19.64,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Santa Fe 4x4 AT,Mumbai,67000,2011,12,11.72,2199.0,194.3,7.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Honda City i-VTEC V,Kolkata,32572,2011,12,17.4,1497.0,117.3,5.0,11.74,3.87,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 1.2 Magna Executive,Kochi,14960,2018,5,18.6,1197.0,81.83,5.0,0.0,6.27,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,55980,2015,8,19.27,2143.0,167.62,5.0,0.0,18.12,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Chevrolet Beat Diesel LT,Mumbai,74000,2013,10,25.44,936.0,57.6,5.0,0.0,2.65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Sportz 1.4 CRDi,Kochi,56847,2015,8,22.54,1396.0,88.73,5.0,0.0,7.2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,121374,2015,8,12.99,2494.0,100.6,7.0,0.0,14.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ertiga VDI,Chennai,52000,2013,10,20.77,1248.0,88.76,7.0,0.0,6.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,118000,2014,9,12.8,2494.0,102.0,7.0,0.0,10.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i VTEC V,Kochi,33915,2016,7,17.8,1497.0,117.3,5.0,0.0,8.09,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW X1 sDrive20d,Ahmedabad,82002,2014,9,17.05,1995.0,184.0,5.0,0.0,18.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 CRDi Era,Mumbai,33000,2017,6,24.0,1120.0,70.0,5.0,0.0,4.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ciaz 1.3 Alpha,Chennai,34000,2016,7,28.09,1248.0,88.5,5.0,0.0,8.45,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,55000,2012,11,20.5,1598.0,103.6,5.0,0.0,3.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Accent CRDi,Kochi,160538,2006,17,13.1,1493.0,82.0,5.0,0.0,1.8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo GT 1.5 TDI,Jaipur,60000,2014,9,19.91,1498.0,103.6,5.0,0.0,3.7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Honda Jazz 1.2 VX i VTEC,Coimbatore,49575,2017,6,18.7,1199.0,88.7,5.0,0.0,7.17,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Era,Jaipur,83000,2010,13,19.81,1086.0,68.05,5.0,0.0,1.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,51346,2018,5,16.38,1995.0,183.0,5.0,0.0,21.99,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Innova Crysta 2.4 ZX MT,Pune,43000,2017,6,13.68,2393.0,147.8,7.0,25.52,18.65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,35000,2011,12,19.7,796.0,35.0,5.0,0.0,1.85,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Maruti Swift VXI BSIV,Coimbatore,27872,2017,6,20.4,1197.0,81.8,5.0,0.0,5.95,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai Grand i10 Magna,Mumbai,16514,2014,9,18.9,1197.0,82.0,5.0,0.0,3.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift VDI,Pune,120000,2012,11,22.9,1248.0,74.0,5.0,0.0,3.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna CRDi 1.6 SX,Hyderabad,143275,2008,15,22.0,1582.0,126.2,5.0,14.07,2.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 1.2 Sportz,Mumbai,52000,2010,13,17.0,1197.0,80.0,5.0,0.0,2.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz GLE 350d,Coimbatore,29819,2017,6,11.57,2987.0,254.79,5.0,95.13,61.29,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,57000,2014,9,15.8,2148.0,170.0,5.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Ritz ZDi,Hyderabad,88500,2014,9,23.2,1248.0,73.94,5.0,0.0,4.35,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Creta 1.6 CRDi SX,Bangalore,28000,2016,7,19.67,1582.0,126.2,5.0,0.0,13.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti A-Star Vxi,Pune,67000,2010,13,19.0,998.0,66.1,5.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Duster 110PS Diesel RXZ Option,Delhi,26000,2016,7,19.64,1461.0,108.45,5.0,0.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,120000,2010,13,17.8,1248.0,76.0,5.0,0.0,1.65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW X3 xDrive30d M Sport,Coimbatore,51982,2017,6,16.55,2993.0,258.0,5.0,0.0,45.77,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i10 Sportz,Bangalore,36000,2010,13,20.36,1197.0,78.9,5.0,0.0,3.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,47000,2016,7,12.8,2494.0,102.0,7.0,0.0,12.8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Zen VXI BSII,Mumbai,60000,2002,21,17.3,993.0,60.0,5.0,0.0,0.55,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Maruti Swift VDI,Hyderabad,31025,2018,5,28.4,1248.0,74.0,5.0,0.0,7.15,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,105000,2013,10,12.05,2179.0,120.0,8.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Tata Zest Quadrajet 1.3 75PS XE,Pune,121900,2017,6,22.95,1248.0,74.0,5.0,8.34,3.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,22695,2017,6,18.88,999.0,123.24,5.0,0.0,8.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire ZDI,Jaipur,73000,2012,11,23.4,1248.0,74.0,5.0,0.0,4.35,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto 800 LXI,Kochi,32227,2016,7,22.74,796.0,47.3,5.0,0.0,3.26,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City 1.5 S MT,Jaipur,55000,2011,12,17.0,1497.0,118.0,5.0,0.0,4.21,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi Q7 3.0 TDI Quattro Technology,Kochi,11287,2018,5,12.07,2967.0,241.4,7.0,0.0,70.36,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,48000,2009,14,17.0,1896.0,105.0,5.0,0.0,2.95,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Hyundai Verna 1.6 SX VTVT (O),Kochi,54308,2012,11,17.1,1591.0,121.3,5.0,0.0,4.28,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City 1.5 V AT,Jaipur,78442,2009,14,16.8,1497.0,118.0,5.0,0.0,3.57,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,46000,2013,10,21.9,1396.0,88.8,5.0,0.0,3.11,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Sportz AT 1.4,Coimbatore,45051,2014,9,15.0,1396.0,98.6,5.0,0.0,5.96,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Volkswagen Vento Diesel Highline,Hyderabad,69000,2011,12,20.54,1598.0,103.6,5.0,0.0,4.7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i VTEC VX,Ahmedabad,49000,2014,9,17.4,1497.0,117.3,5.0,0.0,6.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Zest Quadrajet 1.3 75PS XE,Pune,45000,2018,5,22.95,1248.0,74.0,5.0,8.34,5.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 5 Series 2003-2012 520d,Pune,64000,2015,8,18.48,1995.0,177.0,5.0,0.0,28.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Wagon R LXI Minor,Delhi,60000,2009,14,18.9,1061.0,67.0,5.0,0.0,1.35,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Jazz VX,Delhi,62178,2015,8,18.2,1199.0,88.7,5.0,8.85,4.85,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,58006,2012,11,15.0,1896.0,105.0,5.0,0.0,6.7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Magna 1.2,Hyderabad,74000,2010,13,20.36,1197.0,78.9,5.0,0.0,3.1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,77771,2015,8,19.27,2143.0,170.0,5.0,0.0,18.64,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i10 Magna 1.2 iTech SE,Pune,45275,2012,11,20.36,1197.0,78.9,5.0,0.0,2.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Innova Crysta 2.4 ZX MT,Chennai,48000,2016,7,13.68,2393.0,147.8,7.0,25.4,20.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A6 2011-2015 2.0 TDI Technology,Kochi,31652,2015,8,17.68,1968.0,174.33,5.0,0.0,26.78,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,109000,2010,13,12.99,2494.0,100.6,7.0,0.0,8.26,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,31978,2015,8,16.47,1198.0,73.9,5.0,0.0,3.89,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Alto K10 LXI,Hyderabad,70000,2011,12,20.92,998.0,67.1,5.0,0.0,2.1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i-VTEC CVT ZX,Mumbai,15000,2017,6,18.0,1497.0,117.3,5.0,16.67,12.69,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Tata Indigo LX,Coimbatore,59138,2013,10,17.0,1405.0,70.0,5.0,0.0,2.58,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,61726,2014,9,17.68,1968.0,174.33,5.0,0.0,20.77,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,48000,2015,8,17.9,2143.0,136.0,5.0,0.0,20.26,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Celerio VXI AT,Hyderabad,77815,2014,9,23.1,998.0,67.04,5.0,0.0,4.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz GLE 250d,Hyderabad,29000,2017,6,17.9,2143.0,201.15,5.0,79.43,57.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Land Rover Range Rover HSE Dynamic,Delhi,44000,2017,6,12.7,2179.0,187.7,5.0,0.0,44.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Volkswagen Vento Diesel Trendline,Hyderabad,108626,2011,12,20.54,1598.0,103.6,5.0,0.0,3.65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Omni 8 Seater BSIV,Hyderabad,71791,2012,11,14.0,796.0,35.0,5.0,0.0,2.05,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Brio 1.2 VX MT,Kochi,91931,2012,11,18.5,1198.0,86.8,5.0,6.62,3.13,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Sumo Delux,Hyderabad,158000,2000,23,14.07,2956.0,83.1,7.0,0.0,1.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Tata Indica Vista Aura 1.3 Quadrajet,Pune,91183,2012,11,18.0,1248.0,75.0,5.0,0.0,2.85,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Wagon R LXI BS IV,Delhi,65000,2012,11,18.9,998.0,67.1,5.0,0.0,2.65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra XUV500 W8 4WD,Hyderabad,88428,2015,8,16.0,2179.0,140.0,7.0,0.0,10.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Indigo LS Dicor,Pune,138000,2008,15,17.1,1396.0,70.0,5.0,0.0,1.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Ertiga Paseo VXI,Mumbai,18000,2018,5,16.02,1373.0,93.7,7.0,0.0,8.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Accord 2.4 A/T,Mumbai,60000,2011,12,11.7,2354.0,177.6,5.0,0.0,4.45,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VDi,Kolkata,48000,2012,11,19.3,1248.0,73.9,5.0,0.0,3.7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,160000,2009,14,17.8,1399.0,68.0,5.0,0.0,2.8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City ZX GXi,Kolkata,40000,2008,15,17.7,1497.0,78.0,5.0,0.0,1.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,51495,2014,9,17.68,1968.0,174.33,5.0,0.0,21.95,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
